0.08236  	-0.1033  	-0.8318  	-0.2878  	0.12554  	-0.3733  	-0.0401  	-0.1875  	0.08365  	-0.0452  	-0.7957  	-0.0183  	0.48087  	0.11398  	-0.7584  	0.74347  	-0.7261  	-0.3251  	-0.4511  	0.42470  	0.04129  	-0.1424  	-1.2220  	0.48652  	-0.2142  	-0.2911  	-0.3664  	0.06847  	-0.4998  	-0.3985  	-0.0965  	0.14632  	0.57742  	-0.1514  	0.15030  	0.14446  	-0.0335  	-0.2386  	-0.0830  	0.46927  	0.16923  	0.00841  	0.10520  	-0.0183  	0.02074  	-0.0250  	0.05574  	-0.0600  	-0.0458  	0.07424  	-0.0068  	0.03152  	-0.0370  	-0.0160  	-0.0487  	-0.0280  	0.03218  	-0.0137  	-0.0392  	0.04573  	0.04606  	0.00435  	-0.0100  	-0.0176  	0.14433  	0.02139  	0.00781  	-0.0098  	0.00837  	-0.4928  	
-0.2736  	-0.2256  	-1.1215  	-0.4591  	0.13531  	-0.5525  	-0.0948  	-0.2964  	0.06347  	-0.0443  	-0.6668  	0.05399  	0.38553  	-0.1895  	-0.8604  	0.66178  	-0.7507  	-0.3645  	-0.4887  	0.49737  	-0.0157  	-0.1589  	-1.1734  	0.40452  	-0.3877  	-0.2300  	-0.5493  	0.21624  	-0.3768  	-0.4195  	-0.1024  	0.14100  	0.59885  	-0.1091  	0.08276  	0.19282  	-0.1455  	-0.3014  	-0.0380  	0.51525  	0.15582  	0.03566  	0.06538  	-0.0252  	0.01765  	-0.0373  	0.08335  	-0.0520  	-0.0373  	0.06612  	0.01846  	0.03169  	-0.0406  	-0.0011  	-0.0401  	-0.0326  	0.03808  	8.17317  	-0.0310  	0.04384  	0.04232  	0.00132  	-0.0090  	-0.0242  	0.14588  	0.01928  	0.01224  	-0.0084  	0.00581  	-0.4970  	
-0.5486  	-0.3034  	-1.1859  	-0.6545  	0.03813  	-0.6223  	-0.0711  	-0.3736  	-0.0044  	0.02202  	-0.5521  	0.03608  	0.31980  	-0.3390  	-1.1146  	0.61467  	-0.7716  	-0.3215  	-0.5274  	0.50934  	-0.0800  	-0.1575  	-1.1483  	0.38881  	-0.4458  	-0.2143  	-0.6138  	0.27624  	-0.3291  	-0.4558  	-0.0950  	0.10416  	0.57489  	-0.1181  	0.00125  	0.19322  	-0.2143  	-0.3053  	-0.0180  	0.47171  	0.17721  	0.04448  	0.06816  	-0.0435  	0.02479  	-0.0394  	0.07064  	-0.0653  	-0.0480  	0.06583  	0.01034  	0.02898  	-0.0446  	-0.0109  	-0.0412  	-0.0415  	0.04565  	0.00117  	-0.0386  	0.03975  	0.03841  	0.00910  	-0.0061  	-0.0148  	0.14681  	0.01731  	0.01566  	-0.0071  	0.00355  	-0.5005  	
-0.6363  	-0.3308  	-1.1890  	-0.6974  	0.06476  	-0.7345  	-0.0733  	-0.3825  	-0.0048  	0.14346  	-0.5385  	0.04599  	0.33467  	-0.3244  	-1.2379  	0.61142  	-0.7726  	-0.2812  	-0.5088  	0.53690  	-0.1880  	-0.1857  	-1.1458  	0.33155  	-0.4551  	-0.1869  	-0.6815  	0.40256  	-0.2699  	-0.4729  	-0.0821  	0.07916  	0.58160  	-0.1068  	-0.0381  	0.19831  	-0.2678  	-0.3204  	0.00961  	0.49058  	0.18636  	0.02319  	0.07173  	-0.0201  	0.01927  	-0.0516  	0.06929  	-0.0571  	-0.0595  	0.07167  	-0.0054  	0.02705  	-0.0372  	-0.0010  	-0.0411  	-0.0463  	0.04132  	-0.0072  	-0.0411  	0.04703  	0.03933  	0.02045  	0.00073  	-0.0067  	0.14712  	0.01548  	0.01808  	-0.0058  	0.00157  	-0.5033  	
-0.5911  	-0.3215  	-1.1587  	-0.7513  	0.00939  	-0.8244  	-0.0740  	-0.2800  	0.03672  	0.17694  	-0.4083  	-0.0071  	0.30322  	-0.3320  	-1.2749  	0.54738  	-0.7712  	-0.3103  	-0.5033  	0.52587  	-0.0992  	-0.1716  	-1.1254  	0.38489  	-0.4529  	-0.1920  	-0.6572  	0.30385  	-0.3429  	-0.4896  	-0.0883  	0.09062  	0.58572  	-0.1141  	-0.0245  	0.14591  	-0.2138  	-0.2971  	0.00462  	0.49084  	0.15525  	0.02433  	0.06441  	-0.0339  	0.02008  	-0.0494  	0.06011  	-0.0683  	-0.0677  	0.07532  	0.00821  	0.02977  	-0.0383  	-0.0059  	-0.0470  	-0.0427  	0.04490  	-0.0090  	-0.0435  	0.04514  	0.03803  	0.02357  	0.00214  	-0.0014  	0.14680  	0.01379  	0.01948  	-0.0045  	-0.0001  	-0.5055  	
-0.2153  	-0.1836  	-0.9591  	-0.2773  	0.20055  	-0.5821  	-0.0985  	-0.1432  	0.11989  	-0.0402  	-0.6480  	0.16557  	0.36387  	0.00784  	-0.7048  	0.60836  	-0.7545  	-0.3640  	-0.4164  	0.50279  	0.04219  	-0.2392  	-1.2367  	0.48809  	-0.3978  	-0.2123  	-0.5611  	0.28597  	-0.3934  	-0.4345  	-0.1239  	0.12334  	0.59679  	-0.1194  	0.06276  	0.13828  	-0.1890  	-0.2845  	-0.0374  	0.53025  	0.16932  	0.02989  	0.04753  	-0.0086  	0.00972  	-0.0152  	0.05937  	-0.0648  	-0.0656  	0.05106  	-0.0051  	0.02852  	-0.0415  	-0.0114  	-0.0572  	-0.0308  	0.04232  	0.00751  	-0.0375  	0.04295  	0.04349  	0.02248  	-0.0288  	-0.0203  	0.14587  	0.01224  	0.01987  	-0.0032  	-0.0015  	-0.5071  	
0.16110  	-0.0032  	-0.7332  	-0.2934  	0.05121  	-0.2581  	-0.0824  	-0.1338  	0.14346  	-0.0494  	-1.0178  	0.09660  	0.50102  	0.23707  	-0.4131  	0.69174  	-0.6645  	-0.4357  	-0.4511  	0.41229  	0.02009  	-0.0854  	-1.1077  	0.41563  	-0.3187  	-0.2230  	-0.4648  	0.06234  	-0.3964  	-0.3235  	-0.0527  	0.11586  	0.60433  	-0.1197  	0.01656  	0.06799  	-0.1161  	-0.2472  	-0.0735  	0.50754  	0.19823  	0.00500  	0.14671  	0.00645  	0.00330  	-0.0346  	0.05908  	-0.0468  	-0.0646  	0.09451  	-0.0296  	0.02780  	-0.0560  	0.00575  	-0.0578  	-0.0060  	0.03453  	-0.0303  	-0.0589  	0.06055  	0.04291  	0.02550  	0.00138  	-0.0243  	0.14431  	0.01083  	0.01926  	-0.0020  	-0.0026  	-0.5081  	
0.17998  	0.00530  	-0.7668  	0.10188  	0.28136  	-0.1028  	-0.0567  	-0.1551  	0.09720  	-0.1918  	-1.1517  	-0.0191  	0.50333  	0.13085  	-0.2978  	0.63393  	-0.6984  	-0.4380  	-0.4827  	0.41560  	-0.0322  	-0.0379  	-1.1726  	0.38603  	-0.1903  	-0.2384  	-0.3264  	0.13559  	-0.3182  	-0.2980  	-0.1281  	0.14920  	0.57940  	-0.1175  	0.08671  	0.12470  	-0.1120  	-0.2557  	-0.0053  	0.50846  	0.14523  	0.00708  	0.11847  	0.01482  	0.01617  	-0.0424  	0.06425  	-0.0405  	-0.0313  	0.05918  	0.00317  	0.02962  	-0.0447  	-0.0087  	-0.0366  	-0.0263  	0.03381  	-0.0007  	-0.0392  	0.04459  	0.03812  	0.01426  	0.00653  	-0.0157  	0.14105  	0.01046  	0.01785  	8.95731  	-0.0035  	-0.5229  	
0.18605  	-0.0576  	-0.7979  	0.08610  	0.29033  	-0.0571  	-0.0961  	-0.2288  	0.05306  	-0.1872  	-1.1355  	0.10415  	0.46380  	-0.0740  	-0.6120  	0.78453  	-0.6525  	-0.4014  	-0.4291  	0.37504  	-0.0519  	-0.1056  	-1.1687  	0.39280  	-0.1769  	-0.2934  	-0.3517  	0.25898  	-0.3117  	-0.3130  	-0.1534  	0.16009  	0.53157  	-0.1366  	0.05160  	0.16089  	-0.1227  	-0.2549  	-0.0117  	0.52458  	0.17092  	0.00811  	0.11345  	0.00291  	0.00575  	-0.0319  	0.04789  	-0.0434  	-0.0360  	0.05876  	0.00621  	0.02524  	-0.0397  	-0.0098  	-0.0382  	-0.0227  	0.05441  	0.00068  	-0.0346  	0.04251  	0.03906  	0.01183  	0.01355  	-0.0173  	0.13629  	0.00911  	0.01423  	0.00107  	-0.0037  	-0.5185  	
0.12848  	-0.0927  	-0.8215  	-0.1862  	0.22255  	-0.2015  	-0.0138  	-0.2703  	0.06107  	-0.0848  	-0.9952  	0.05104  	0.44059  	-0.1170  	-0.8022  	0.79202  	-0.7734  	-0.3108  	-0.4738  	0.45627  	-0.1722  	-0.1317  	-1.2328  	0.37015  	-0.2059  	-0.2510  	-0.5058  	0.33032  	-0.2090  	-0.3407  	-0.1213  	0.15246  	0.54040  	-0.1092  	0.03923  	0.20579  	-0.1863  	-0.2678  	-0.0041  	0.54834  	0.21505  	-0.0156  	0.14009  	0.00364  	0.01272  	-0.0336  	0.05783  	-0.0484  	-0.0440  	0.06696  	0.02377  	0.02458  	-0.0352  	-0.0152  	-0.0340  	-0.0321  	0.04705  	-0.0005  	-0.0337  	0.04693  	0.03682  	-0.0006  	0.00719  	-0.0103  	0.13369  	0.00749  	0.00991  	0.00206  	-0.0042  	-0.5004  	
